conteudo,enviado_por,canal,prioridade_atendimento,status_atendimento,tipo_pessoa,gravidade,categoria
precisaria de outro horario mais cedo,BENEFICIARIO,email,4,ABERTO,OUTRO,2,informativo
enviando o laudo conforme solicitado,VOLUNTARIO,email,4,ENCERRADO,MULHER_APOLONIA,1,informativo
ok confirmei tudo,BENEFICIARIO,email,4,EM_ATENDIMENTO,OUTRO,3,informativo
vou chegar mais cedo ta bom?,BENEFICIARIO,email,3,ENCERRADO,CRIANCA_ADOLESCENTE,3,informativo
tenho duvida sobre o retorno pos consulta,VOLUNTARIO,whatsapp,3,ENCERRADO,CRIANCA_ADOLESCENTE,2,informativo
pode me avisar quando tiver vaga?,VOLUNTARIO,email,3,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,2,informativo
preciso de informacao sobre o tratamento completo,VOLUNTARIO,telefone,3,ABERTO,OUTRO,2,informativo
vou enviar foto do dente em seguida,BENEFICIARIO,whatsapp,4,ENCERRADO,MULHER_APOLONIA,1,informativo
recebi o horario confirmado,VOLUNTARIO,whatsapp,3,ABERTO,CRIANCA_ADOLESCENTE,3,informativo
preciso de orientacao sobre cuidados em casa,VOLUNTARIO,telefone,3,ENCERRADO,CRIANCA_ADOLESCENTE,3,informativo
Quero confirmar minha vaga para amanha,VOLUNTARIO,presencial,3,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,2,informativo
ja fiz o cadastro espero o retorno,BENEFICIARIO,presencial,4,ENCERRADO,CRIANCA_ADOLESCENTE,2,informativo
so queria saber o que levo amanha,VOLUNTARIO,email,3,EM_ATENDIMENTO,MULHER_APOLONIA,2,informativo
qual e a duracao media do tratamento?,BENEFICIARIO,telefone,3,ABERTO,MULHER_APOLONIA,3,informativo
preciso de retorno sobre meu agendamento,VOLUNTARIO,presencial,4,EM_ATENDIMENTO,OUTRO,3,informativo
minha filha vai bem no tratamento obrigada,BENEFICIARIO,whatsapp,3,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,3,informativo
to enviando os documentos solicitados,BENEFICIARIO,whatsapp,4,EM_ATENDIMENTO,MULHER_APOLONIA,1,informativo
posso levar a crianca sem agendamento?,VOLUNTARIO,email,4,ENCERRADO,OUTRO,1,informativo
vcs tem vaga pra crianca especial?,BENEFICIARIO,email,3,ABERTO,OUTRO,2,informativo
o local e de facil acesso?,VOLUNTARIO,email,3,ENCERRADO,OUTRO,3,informativo
quero saber como e o primeiro atendimento,VOLUNTARIO,email,4,ABERTO,OUTRO,2,informativo
posso vir com meu bebe de colo?,VOLUNTARIO,email,3,ENCERRADO,OUTRO,3,informativo
vcs tem lista de espera?,BENEFICIARIO,presencial,3,ENCERRADO,OUTRO,3,informativo
qual e o tempo medio de espera la?,VOLUNTARIO,telefone,4,ABERTO,MULHER_APOLONIA,3,informativo
minha filha foi bem e mando o resultado,BENEFICIARIO,telefone,3,ABERTO,CRIANCA_ADOLESCENTE,1,informativo
preciso saber se faço exame antes,VOLUNTARIO,presencial,4,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,3,informativo
Confirmo minha presenca amanha cedo,VOLUNTARIO,whatsapp,4,ENCERRADO,MULHER_APOLONIA,2,informativo
pode me dizer os documentos corretos?,BENEFICIARIO,whatsapp,4,ABERTO,CRIANCA_ADOLESCENTE,1,informativo
o que faco se chegar atrasada?,BENEFICIARIO,telefone,4,ENCERRADO,MULHER_APOLONIA,3,informativo
vou enviar o formulario ainda hoje,BENEFICIARIO,email,3,ABERTO,OUTRO,3,informativo
ja atualizei o cadastro por email,VOLUNTARIO,whatsapp,4,ABERTO,MULHER_APOLONIA,3,informativo
vcs atendem pelo sus ou particular?,VOLUNTARIO,email,4,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,2,informativo
preciso saber o valor das consultas,VOLUNTARIO,email,3,ENCERRADO,OUTRO,2,informativo
o que faco pra primeiro atendimento?,BENEFICIARIO,telefone,4,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,2,informativo
confirmei a consulta pelo email,VOLUNTARIO,presencial,3,ABERTO,OUTRO,3,informativo
recebi a instrucoes obrigada vou seguir,BENEFICIARIO,email,4,ENCERRADO,OUTRO,1,informativo
preciso do nome completo do dentista,VOLUNTARIO,whatsapp,4,EM_ATENDIMENTO,MULHER_APOLONIA,1,informativo
quero saber quais sao as especialidades,VOLUNTARIO,telefone,4,ENCERRADO,CRIANCA_ADOLESCENTE,2,informativo
o tratamento inclui retorno?,VOLUNTARIO,presencial,3,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,2,informativo
quero informacoes sobre o inicio do tratamento,BENEFICIARIO,email,3,ENCERRADO,OUTRO,2,informativo
enviei os exames pelo email,VOLUNTARIO,telefone,4,ENCERRADO,CRIANCA_ADOLESCENTE,1,informativo
ja fiz meu cadastro aguardo contato,BENEFICIARIO,telefone,3,ENCERRADO,CRIANCA_ADOLESCENTE,2,informativo
pode confirmar recebimento da foto?,BENEFICIARIO,presencial,4,EM_ATENDIMENTO,MULHER_APOLONIA,1,informativo
preciso de orientacao sobre higiene pos tratamento,VOLUNTARIO,presencial,4,EM_ATENDIMENTO,OUTRO,1,informativo
vou levar o cartao de vacinacao junto,BENEFICIARIO,telefone,4,ABERTO,OUTRO,3,informativo
tenho interesse em conhecer o projeto,BENEFICIARIO,presencial,3,EM_ATENDIMENTO,OUTRO,2,informativo
como funciona o encaminhamento?,VOLUNTARIO,telefone,3,ABERTO,OUTRO,1,informativo
preciso de informacao para indicar um amigo,BENEFICIARIO,presencial,3,EM_ATENDIMENTO,OUTRO,2,informativo
Poderia enviar o formulario de novo?,VOLUNTARIO,presencial,4,ENCERRADO,MULHER_APOLONIA,3,informativo
enviando foto do local de dor conforme pedido,VOLUNTARIO,email,3,ENCERRADO,CRIANCA_ADOLESCENTE,3,informativo
ok ja entendi como funciona obrigada,VOLUNTARIO,telefone,4,ENCERRADO,CRIANCA_ADOLESCENTE,2,informativo
qual e o protocolo para casos especiais?,VOLUNTARIO,whatsapp,4,EM_ATENDIMENTO,MULHER_APOLONIA,2,informativo
vou trazer a certidao de nascimento,VOLUNTARIO,email,4,ABERTO,CRIANCA_ADOLESCENTE,2,informativo
pode me dizer qual e o canal oficial?,VOLUNTARIO,email,4,ABERTO,CRIANCA_ADOLESCENTE,1,informativo
ja entrei no site mas nao encontrei horario,VOLUNTARIO,email,3,ABERTO,MULHER_APOLONIA,1,informativo
vcs tem retorno digital do tratamento?,VOLUNTARIO,whatsapp,4,EM_ATENDIMENTO,OUTRO,3,informativo
posso enviar doc por foto pelo zap?,BENEFICIARIO,presencial,4,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,2,informativo
preciso de confirmacao do meu caso,VOLUNTARIO,presencial,3,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,2,informativo
vou chegar cedo pra garantir o horario,VOLUNTARIO,whatsapp,4,ENCERRADO,MULHER_APOLONIA,1,informativo
o agendamento e feito por qual canal?,BENEFICIARIO,presencial,4,EM_ATENDIMENTO,OUTRO,2,informativo
preciso do relatorio pra escola da minha filha,BENEFICIARIO,whatsapp,4,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,3,informativo
quero saber se precisa de indicacao,VOLUNTARIO,whatsapp,4,ABERTO,OUTRO,1,informativo
confirmo minha presenca no proximo retorno,VOLUNTARIO,email,4,ABERTO,MULHER_APOLONIA,2,informativo
pode me enviar o numero pra emergencia?,VOLUNTARIO,presencial,4,EM_ATENDIMENTO,MULHER_APOLONIA,1,informativo
preciso de orientacoes gerais do servico,VOLUNTARIO,email,4,ENCERRADO,CRIANCA_ADOLESCENTE,1,informativo
vou levar cartao do sus conforme pedido,VOLUNTARIO,whatsapp,3,EM_ATENDIMENTO,MULHER_APOLONIA,3,informativo
quero me inscrever como beneficiaria,BENEFICIARIO,presencial,3,ENCERRADO,OUTRO,1,informativo
posso agendar a consulta de retorno?,VOLUNTARIO,whatsapp,4,ENCERRADO,MULHER_APOLONIA,3,informativo
qual e o periodo de funcionamento?,BENEFICIARIO,email,4,ABERTO,CRIANCA_ADOLESCENTE,3,informativo
preciso de informacoes basicas do servico,VOLUNTARIO,whatsapp,3,EM_ATENDIMENTO,OUTRO,1,informativo
recebi o lembrete e vou comparecer,BENEFICIARIO,email,3,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,1,informativo
vou enviar os docs antes de amanha,BENEFICIARIO,presencial,3,ENCERRADO,MULHER_APOLONIA,3,informativo
ja recebi o retorno obrigada,BENEFICIARIO,whatsapp,3,ENCERRADO,OUTRO,1,informativo
quero saber sobre o processo de tratamento,VOLUNTARIO,telefone,4,EM_ATENDIMENTO,MULHER_APOLONIA,3,informativo
confirmo presenca para a semana que vem,VOLUNTARIO,presencial,3,ENCERRADO,OUTRO,1,informativo
qual e a duracao do tratamento completo?,BENEFICIARIO,whatsapp,4,ENCERRADO,CRIANCA_ADOLESCENTE,3,informativo
vou trazer toda documentacao necessaria,VOLUNTARIO,email,3,ABERTO,OUTRO,1,informativo
confirmo consulta amanhã,VOLUNTARIO,telefone,3,ENCERRADO,OUTRO,3,informativo
vou chegar 10 min atrasado,BENEFICIARIO,email,4,ENCERRADO,CRIANCA_ADOLESCENTE,2,informativo
cancelar consulta,VOLUNTARIO,presencial,3,EM_ATENDIMENTO,OUTRO,1,informativo
quero remarcar,BENEFICIARIO,email,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,informativo
docs enviados,VOLUNTARIO,whatsapp,4,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,3,informativo
oi queria sabe se vcs atendem no sabado,BENEFICIARIO,telefone,4,ENCERRADO,CRIANCA_ADOLESCENTE,3,informativo
vou precisar cancela minha consulta de quinta pq surgiu algo,VOLUNTARIO,presencial,4,ABERTO,CRIANCA_ADOLESCENTE,3,informativo
boa tarde preciso remarcar minha cnsulta do dia 20 pf,VOLUNTARIO,telefone,4,ENCERRADO,MULHER_APOLONIA,3,informativo
oii consigo agendar consulta pra essa semana?,BENEFICIARIO,telefone,3,ABERTO,CRIANCA_ADOLESCENTE,2,informativo
manda o endereço pf nao to achando,VOLUNTARIO,presencial,3,ABERTO,CRIANCA_ADOLESCENTE,2,informativo
qual o horario de funcionameto de vcs?,BENEFICIARIO,telefone,4,EM_ATENDIMENTO,MULHER_APOLONIA,3,informativo
posso leva meu filho menor de 1 ano?,VOLUNTARIO,telefone,3,ABERTO,CRIANCA_ADOLESCENTE,3,informativo
"tenho conv odonto, vcs aceita?",VOLUNTARIO,telefone,3,ENCERRADO,OUTRO,3,informativo
to enviando os docuemntos q pediram,VOLUNTARIO,telefone,4,EM_ATENDIMENTO,OUTRO,3,informativo
preciso do comprovante de atendimento,VOLUNTARIO,email,3,ENCERRADO,MULHER_APOLONIA,2,informativo
"não vou consegui ir na consulta de hj, pode remarcar?",VOLUNTARIO,email,3,EM_ATENDIMENTO,CRIANCA_ADOLESCENTE,3,informativo
boa tarde minha consulta e que horas amanha?,VOLUNTARIO,presencial,3,EM_ATENDIMENTO,OUTRO,3,informativo
como faz pra agendar pelo whats?,BENEFICIARIO,telefone,3,ABERTO,MULHER_APOLONIA,2,informativo
vcs ficam abertos no feriado?,VOLUNTARIO,presencial,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,informativo
ja fui la hoje de manha mas nao tinha ninguem,VOLUNTARIO,whatsapp,4,ABERTO,CRIANCA_ADOLESCENTE,1,informativo
to mandando a foto do cartao do plano,BENEFICIARIO,email,4,ABERTO,MULHER_APOLONIA,3,informativo
minha filha eh paciente de vcs como faz pra marcar retorno?,VOLUNTARIO,whatsapp,3,EM_ATENDIMENTO,MULHER_APOLONIA,3,informativo
preciso do laudo da ultima consulta pra medico,VOLUNTARIO,email,3,ENCERRADO,CRIANCA_ADOLESCENTE,3,informativo
confirmo presença na terca as 9h,VOLUNTARIO,presencial,3,ENCERRADO,CRIANCA_ADOLESCENTE,2,informativo
posso ir sem agendamento?,BENEFICIARIO,email,3,ENCERRADO,CRIANCA_ADOLESCENTE,2,informativo
